;Provincia;Cantón;Parroquia;Densidad Poblacional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;SANTIAGO;CHUPIANZA;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;SANTIAGO;PATUCA;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;SANTIAGO;SAN LUIS DE EL ACHO;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;SANTIAGO;TAYUZA;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;SANTIAGO;SAN FRANCISCO DE CHINIMBIMI;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;SUCÚA;SUCÚA;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;SUCÚA;ASUNCIÓN;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;SUCÚA;HUAMBI;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;SUCÚA;SANTA MARIANITA DE JESÚS;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;HUAMBOYA;HUAMBOYA;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;HUAMBOYA;CHIGUAZA;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;SAN JUAN BOSCO;SAN JUAN BOSCO;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;SAN JUAN BOSCO;PAN DE AZÚCAR;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;SAN JUAN BOSCO;SAN CARLOS DE LIMÓN;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;SAN JUAN BOSCO;SAN JACINTO DE WAKAMBEIS;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;SAN JUAN BOSCO;SANTIAGO DE PANANZA;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;TAISHA;TAISHA;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;TAISHA;HUASAGA;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;TAISHA;MACUMA;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;TAISHA;TUUTINENTSA;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;TAISHA;PUMPUENTSA;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;LOGROÑO;LOGROÑO;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;LOGROÑO;YAUPI;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;LOGROÑO;SHIMPIS;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;PABLO SEXTO;PABLO SEXTO;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;TIWINTZA;SANTIAGO;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MORONA SANTIAGO;TIWINTZA;SAN JOSÉ DE MORONA;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;NAPO;TENA;TENA;486;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;NAPO;TENA;AHUANO;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;NAPO;TENA;CHONTAPUNTA;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;NAPO;TENA;PANO;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;NAPO;TENA;PUERTO MISAHUALLÍ;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;NAPO;TENA;PUERTO NAPO;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;NAPO;TENA;TÁLAG;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;NAPO;TENA;SAN JUAN DE MUYUNA;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;NAPO;ARCHIDONA;ARCHIDONA;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;NAPO;ARCHIDONA;COTUNDO;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;NAPO;ARCHIDONA;SAN PABLO DE USHPAYACU;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;NAPO;ARCHIDONA;HATUN SUMAKU;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;NAPO;EL CHACO;EL CHACO;98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;NAPO;EL CHACO;GONZALO DÍAZ DE PINEDA;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;NAPO;EL CHACO;LINARES;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;NAPO;EL CHACO;OYACACHI;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;NAPO;EL CHACO;SANTA ROSA;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;NAPO;EL CHACO;SARDINAS;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;NAPO;QUIJOS;BAEZA;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;NAPO;QUIJOS;COSANGA;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;NAPO;QUIJOS;CUYUJA;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;NAPO;QUIJOS;PAPALLACTA;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;NAPO;QUIJOS;SAN FRANCISCO DE BORJA;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;NAPO;QUIJOS;SUMACO;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;NAPO;CARLOS JULIO AROSEMENA TOLA;CARLOS JULIO AROSEMENA TOLA;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PASTAZA;PASTAZA;PUYO;430;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PASTAZA;PASTAZA;CANELOS;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PASTAZA;PASTAZA;DIEZ DE AGOSTO;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PASTAZA;PASTAZA;FÁTIMA;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PASTAZA;PASTAZA;MONTALVO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PASTAZA;PASTAZA;POMONA;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PASTAZA;PASTAZA;RÍO CORRIENTES;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PASTAZA;PASTAZA;RÍO TIGRE;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PASTAZA;PASTAZA;SARAYACU;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PASTAZA;PASTAZA;SIMÓN BOLÍVAR;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PASTAZA;PASTAZA;TARQUI;153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PASTAZA;PASTAZA;TENIENTE HUGO ORTIZ;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PASTAZA;PASTAZA;VERACRUZ;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PASTAZA;PASTAZA;EL TRIUNFO;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PASTAZA;MERA;MERA;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PASTAZA;MERA;MADRE TIERRA;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PASTAZA;MERA;SHELL;391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PASTAZA;SANTA CLARA;SANTA CLARA;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PASTAZA;SANTA CLARA;SAN JOSÉ;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PASTAZA;ARAJUNO;ARAJUNO;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PASTAZA;ARAJUNO;CURARAY;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;QUITO;4.878;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;ALANGASÍ;1.180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;AMAGUAÑA;767;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;ATAHUALPA;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;CALACALÍ;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;CALDERÓN;3.211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;CONOCOTO;2.859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;CUMBAYÁ;1.996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;CHAVEZPAMBA;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;CHECA;131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;EL QUINCHE;243;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;GUALEA;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;GUANGOPOLO;426;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;GUAYLLABAMBA;371;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;LA MERCED;362;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;LLANO CHICO;2.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;LLOA;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;NANEGAL;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;NANEGALITO;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;NAYÓN;1.247;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;NONO;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;PACTO;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;PERUCHO;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;PIFO;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;PÍNTAG;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;POMASQUI;1.556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;PUÉLLARO;71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;PUEMBO;560;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;SAN ANTONIO;448;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;SAN JOSÉ DE MINAS;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;TABABELA;152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;TUMBACO;1.207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;YARUQUÍ;364;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;ZÁMBIZA;814;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;CAYAMBE;CAYAMBE;193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;CAYAMBE;ASCÁZUBI;227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;CAYAMBE;CANGAHUA;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;CAYAMBE;OLMEDO;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;CAYAMBE;OTÓN;130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;CAYAMBE;SANTA ROSA DE CUZUBAMBA;275;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;CAYAMBE;SAN JOSÉ DE AYORA;110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;MEJÍA;MACHACHI;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;MEJÍA;ALOAG;49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;MEJÍA;ALOASÍ;191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;MEJÍA;CUTUGLAHUA;783;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;MEJÍA;EL CHAUPI;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;MEJÍA;MANUEL CORNEJO ASTORGA;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;MEJÍA;TAMBILLO;197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;MEJÍA;UYUMBICHO;294;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;PEDRO MONCAYO;TABACUNDO;297;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;PEDRO MONCAYO;LA ESPERANZA;124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;PEDRO MONCAYO;MALCHINGUÍ;73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;PEDRO MONCAYO;TOCACHI;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;PEDRO MONCAYO;TUPIGACHI;145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;RUMIÑAHUI;SANGOLQUÍ;1.795;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;RUMIÑAHUI;COTOGCHOA;122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;RUMIÑAHUI;RUMIPAMBA;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;SAN MIGUEL DE LOS BANCOS;SAN MIGUEL DE LOS BANCOS;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;SAN MIGUEL DE LOS BANCOS;MINDO;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;PEDRO VICENTE MALDONADO;PEDRO VICENTE MALDONADO;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PICHINCHA;PUERTO QUITO;PUERTO QUITO;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;AMBATO;AMBATO;4.006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;AMBATO;AMBATILLO;413;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;AMBATO;ATAHUALPA;1.503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;AMBATO;AUGUSTO N. MARTÍNEZ;276;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;AMBATO;CONSTANTINO FERNÁNDEZ;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;AMBATO;HUACHI GRANDE;1.115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;AMBATO;IZAMBA;754;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;AMBATO;JUAN BENIGNO VELA;207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;AMBATO;MONTALVO;593;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;AMBATO;PASA;88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;AMBATO;PICAIHUA;650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;AMBATO;PILAGÜÍN;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;AMBATO;QUISAPINCHA;88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;AMBATO;SAN BARTOLOMÉ DE PINLLO;925;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;AMBATO;SAN FERNANDO;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;AMBATO;SANTA ROSA;710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;AMBATO;TOTORAS;1.263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;AMBATO;CUNCHIBAMBA;276;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;AMBATO;UNAMUNCHO;398;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;BAÑOS DE AGUA SANTA;BAÑOS;190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;BAÑOS DE AGUA SANTA;LLIGUA;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;BAÑOS DE AGUA SANTA;RÍO NEGRO;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;BAÑOS DE AGUA SANTA;RÍO VERDE;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;BAÑOS DE AGUA SANTA;ULBA;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;CEVALLOS;CEVALLOS;556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;MOCHA;MOCHA;73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;MOCHA;PINGUILÍ;244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;PATATE;PATATE;110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;PATATE;EL TRIUNFO;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;PATATE;LOS ANDES;85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;PATATE;SUCRE;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;QUERO;QUERO;153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;QUERO;RUMIPAMBA;85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;QUERO;YANAYACU MOCHAPATA;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;SAN PEDRO DE PELILEO;PELILEO;487;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;SAN PEDRO DE PELILEO;BENÍTEZ;508;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;SAN PEDRO DE PELILEO;BOLÍVAR;271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;SAN PEDRO DE PELILEO;COTALÓ;49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;SAN PEDRO DE PELILEO;CHIQUICHA;178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;SAN PEDRO DE PELILEO;EL ROSARIO;230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;SAN PEDRO DE PELILEO;GARCÍA MORENO;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;SAN PEDRO DE PELILEO;GUAMBALÓ;329;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;SAN PEDRO DE PELILEO;SALASACA;503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;SANTIAGO DE PÍLLARO;PÍLLARO;324;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;SANTIAGO DE PÍLLARO;BAQUERIZO MORENO;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;SANTIAGO DE PÍLLARO;EMILIO MARÍA TERÁN;92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;SANTIAGO DE PÍLLARO;MARCOS ESPINEL;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;SANTIAGO DE PÍLLARO;PRESIDENTE URBINA;260;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;SANTIAGO DE PÍLLARO;SAN ANDRÉS;230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;SANTIAGO DE PÍLLARO;SAN JOSÉ DE POALÓ;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;SANTIAGO DE PÍLLARO;SAN MIGUELITO;233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;TISALEO;TISALEO;262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TUNGURAHUA;TISALEO;QUINCHICOTO;109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZAMORA CHINCHIPE;ZAMORA;ZAMORA;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZAMORA CHINCHIPE;ZAMORA;CUMBARATZA;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZAMORA CHINCHIPE;ZAMORA;GUADALUPE;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZAMORA CHINCHIPE;ZAMORA;IMBANA;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZAMORA CHINCHIPE;ZAMORA;SABANILLA;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZAMORA CHINCHIPE;ZAMORA;TIMBARA;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZAMORA CHINCHIPE;ZAMORA;SAN CARLOS DE LAS MINAS;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZAMORA CHINCHIPE;CHINCHIPE;ZUMBA;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZAMORA CHINCHIPE;CHINCHIPE;CHITO;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZAMORA CHINCHIPE;CHINCHIPE;EL CHORRO;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZAMORA CHINCHIPE;CHINCHIPE;LA CHONTA;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZAMORA CHINCHIPE;CHINCHIPE;PUCAPAMBA;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZAMORA CHINCHIPE;CHINCHIPE;SAN ANDRÉS;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZAMORA CHINCHIPE;NANGARITZA;GUAYZIMI;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZAMORA CHINCHIPE;NANGARITZA;ZURMI;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZAMORA CHINCHIPE;NANGARITZA;NUEVO PARAÍSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZAMORA CHINCHIPE;NANGARITZA;NANKAIS;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZAMORA CHINCHIPE;YACUAMBI;28 DE MAYO;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZAMORA CHINCHIPE;YACUAMBI;LA PAZ;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZAMORA CHINCHIPE;YACUAMBI;TUTUPALI;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZAMORA CHINCHIPE;YANTZAZA;YANTZAZA;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZAMORA CHINCHIPE;YANTZAZA;CHICAÑA;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZAMORA CHINCHIPE;YANTZAZA;LOS ENCUENTROS;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZAMORA CHINCHIPE;EL PANGUI;EL PANGUI;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZAMORA CHINCHIPE;EL PANGUI;EL GUISME;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZAMORA CHINCHIPE;EL PANGUI;PACHICUTZA;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZAMORA CHINCHIPE;CENTINELA DEL CÓNDOR;ZUMBI;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZAMORA CHINCHIPE;CENTINELA DEL CÓNDOR;TRIUNFO DORADO;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZAMORA CHINCHIPE;CENTINELA DEL CÓNDOR;PANGUINTZA;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZAMORA CHINCHIPE;PALANDA;PALANDA;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZAMORA CHINCHIPE;PALANDA;EL PORVENIR DEL CARMEN;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZAMORA CHINCHIPE;PALANDA;SAN FRANCISCO DEL VERGEL;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZAMORA CHINCHIPE;PALANDA;VALLADOLID;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
